gene_symbol,scores,logfoldchanges,pvals,pvals_adj,timepoint,comparison,cell_type,dataset
Gm10293,-0.012603307,-0.5082653,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Lonrf3,-0.012603307,-0.5754222,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ccdc189,-0.012603307,-0.98020077,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm11737,-0.012603307,-1.1426227,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rtl6,-0.012603307,-1.3834649,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rpl21-ps2,-0.012603307,-1.1449609,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp808,-0.012603307,-0.60403496,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
G0s2,-0.012603307,-1.1719584,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tmc8,-0.012603307,-0.83401215,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm5828,-0.012603307,-1.117157,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
mt-Ti,-0.012603307,-0.45260844,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm29487,-0.012603307,-3.7197962,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm35405,-0.012603307,-0.7297779,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cd44,-0.012603307,-21.625347,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cep76,-0.012603307,-0.7966032,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Map2k6,-0.012603307,-0.7911976,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cfap45,-0.012603307,-0.63206625,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp963,-0.012603307,-0.4533068,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fuk,-0.012603307,-0.7268405,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fuom,-0.012603307,-0.83717734,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tnfsf8,-0.012603307,-0.5220698,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
A230072C01Rik,-0.012603307,-0.6069914,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Glud-ps,-0.012603307,-0.58590376,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mdk,-0.012603307,-0.7346559,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mms22l,-0.012603307,-1.1505378,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm4189,-0.012603307,-1.2621262,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ropn1l,-0.012603307,-0.58543897,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm7986,-0.012603307,-1.2848301,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm7863,-0.012603307,-0.715808,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
AI429214,-0.012603307,-0.8348716,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tusc1,-0.012603307,-1.0546396,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm47232,-0.012603307,-0.39032617,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm11868,-0.012603307,-0.8575365,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Bcl2a1c,-0.012603307,-0.47703263,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm5946,-0.012603307,-0.49907586,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Entpd7,-0.012603307,-0.64272237,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm2810,-0.012603307,-1.4199926,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm14399,-0.012603307,-0.6138198,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm14053,-0.012603307,-0.5320689,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm14388,-0.012603307,-0.5220043,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Slc19a2,-0.012603307,-0.63952667,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm6483,-0.012603307,-1.0766593,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Serpina3g,-0.012603307,-0.6239888,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm13803,-0.012603307,-0.5393621,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Shq1,-0.012603307,-0.93773305,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Slc26a6,-0.012603307,-0.66155356,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm14373,-0.012603307,-0.47745615,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm7324,-0.012603307,-1.1743673,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp341,-0.012603307,-0.52431023,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp605,-0.012603307,-0.59588486,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm11903,-0.012603307,-0.48134094,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Saxo2,-0.012603307,-0.87800246,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Sbsn,-0.012603307,-0.72779834,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mfap3l,-0.012603307,-0.6699903,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Szt2,-0.012603307,-0.7998711,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
E330011M16Rik,-0.012603307,-1.0986038,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Armh3,-0.012603307,-0.69939464,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Hopx,-0.012603307,-21.679596,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm9828,-0.012603307,-1.1391809,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fgl2,-0.012603307,-0.5816291,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm9733,-0.012603307,-1.272775,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm49017,-0.012603307,-0.69481117,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm2033,-0.012603307,-0.70673954,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Eml5,-0.012603307,-1.0841947,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm13033,-0.012603307,-0.5779237,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Psd,-0.012603307,-0.41972294,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fbxo36,-0.012603307,-1.0728847,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm21887,-0.012603307,-0.62789524,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Igfbp6,-0.012603307,-1.2384807,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fn3k,-0.012603307,-0.41735503,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Plbd1,-0.012603307,-21.014708,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Aph1c,-0.012603307,-21.869272,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm7164,-0.012603307,-0.78406334,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ern1,-0.012603307,-1.0936153,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm8357,-0.012603307,-0.7465972,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm26637,-0.012603307,-0.5421683,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm15545,-0.012603307,-0.73987055,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm16326,-0.012603307,-1.0983157,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pgap3,-0.012603307,-1.5141103,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Wdr34,-0.012603307,-0.9449368,0.9899442822017053,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Klhl6,-0.012633603,-0.1753063,0.9899201110876178,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ivd,-0.012906271,-0.14199479,0.9897025714798131,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Idh1,-0.012966864,-0.15625742,0.9896542294481392,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tmco3,-0.013027457,-0.15585038,0.9896058874544477,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Taf12,-0.0133304205,-0.04724414,0.9893641780619347,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Il15,-0.013451606,-0.14307635,0.9892674945770163,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Lrrc41,-0.013512199,-0.21934204,0.9892191528935713,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Itm2c,-0.0135727925,-0.108605854,0.9891708112497056,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
4430402I18Rik,-0.0135727925,-0.2222495,0.9891708112497056,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Hdac7,-0.013693978,-0.08545019,0.9890741280814223,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Homer3,-0.013936349,-0.2489203,0.9888807622276156,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfyve19,-0.013936349,0.06863581,0.9888807622276156,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Psmb6,-0.014027238,-0.07791611,0.9888082502002169,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Hif1a,-0.014239313,-0.091231525,0.9886390558301725,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
E2f6,-0.014299906,0.10501353,0.9885907146751005,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Adrb2,-0.014299906,0.042008344,0.9885907146751005,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm6063,-0.014330203,-0.16477484,0.9885665441132607,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Opa3,-0.014360499,-0.28853106,0.9885423735619147,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Lrwd1,-0.014421091,-0.26813,0.9884940324907925,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
B9d1,-0.014481684,0.0038029656,0.9884456914619114,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Atg101,-0.014542277,-0.12695661,0.9883973504754489,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mrps36,-0.014905835,-0.36527812,0.9881073054574007,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ak6,-0.0149361305,-0.03086462,0.98808313510965,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Erlin2,-0.01502702,-0.13369158,0.9880106241321106,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Lemd3,-0.015148206,0.0028332327,0.9879139429828827,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Vopp1,-0.015208798,-0.04512263,0.9878656024747358,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zkscan1,-0.015239094,-0.023994165,0.9878414322373567,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp125,-0.015390577,-0.10429488,0.987720581218292,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rlim,-0.015572355,0.051557396,0.98757556036757,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cul9,-0.015632948,-0.18157764,0.9875272201749844,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp866,-0.015693542,-0.14971718,0.9874788800281888,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
St3gal2,-0.015693542,-0.14687347,0.9874788800281888,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Sp2,-0.015693542,-0.1615632,0.9874788800281888,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zc3h4,-0.015693542,-0.15277936,0.9874788800281888,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tnrc6b,-0.015814727,-0.043424305,0.9873821998726773,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Htatip2,-0.015814727,-0.14572273,0.9873821998726773,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
1810009A15Rik,-0.015966209,-0.062004607,0.9872613499390169,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fam199x,-0.016178284,-0.21630417,0.9870921605235549,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Lix1l,-0.016238876,-0.18881781,0.9870438207968535,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Maco1,-0.016329765,-0.087567486,0.9869713112960399,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Bud23,-0.016420655,-0.20635413,0.9868988019028448,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pde12,-0.016420655,-0.16637766,0.9868988019028448,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Kxd1,-0.016875101,-0.12764458,0.9865362565721062,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rgs12,-0.01696599,-0.047884196,0.9864637478371975,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Afap1,-0.017208362,-0.23306723,0.9862703917590286,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cbx1,-0.017208362,-0.05128551,0.9862703917590286,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Nin,-0.017238658,-0.108519726,0.9862462223057282,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Spi1,-0.017329548,1.6802765,0.9861737140216534,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Psmd7,-0.017571919,-0.09004409,0.9859803591574181,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mcf2l,-0.0177234,-0.08057905,0.9858595127847252,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tbc1d22b,-0.017753696,0.12621294,0.9858353435490314,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tiparp,-0.017753696,-0.2411653,0.9858353435490314,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Yes1,-0.017844586,-0.11581802,0.9857628359200383,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Nsmce1,-0.017874882,-0.08718458,0.9857386667364774,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Vrk2,-0.017935475,-0.02004934,0.9856903284086439,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pabpc4,-0.017996067,0.07078416,0.9856419901333425,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gid8,-0.018026365,-0.17640667,0.9856178210154468,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Platr25,-0.01805666,0.008694348,0.9855936519107508,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Synrg,-0.01805666,-0.15313204,0.9855936519107508,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Hnrnpa1,-0.01805666,-0.122198306,0.9855936519107508,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Dnm1l,-0.018086957,0.006457204,0.9855694828192765,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
AI837181,-0.01823844,0.009955061,0.9854486375610073,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ttc7b,-0.018299032,-0.103805035,0.9854002995510281,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pdcd2l,-0.018299032,-0.04502973,0.9854002995510281,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tada2b,-0.018359626,-0.07046286,0.9853519615946457,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Klhdc3,-0.018420218,-0.063008726,0.9853036236920372,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Plcg2,-0.018480811,-0.029491726,0.9852552858433803,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cradd,-0.018541403,-0.13542669,0.9852069480488522,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ift88,-0.018541403,-0.055612743,0.9852069480488522,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Nup88,-0.018601997,-0.32266444,0.9851586103086305,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Trap1,-0.018692885,-0.21697444,0.9850861038005104,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Aldh16a1,-0.018783774,-0.1182875,0.9850135974155774,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Coq10a,-0.018783774,-0.2055585,0.9850135974155774,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pygb,-0.018783774,-0.2265533,0.9850135974155774,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
C230037L18Rik,-0.018783774,-0.17389517,0.9850135974155774,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Stk39,-0.018844368,-0.17774695,0.984965259894355,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rph3al,-0.01890496,-0.2370423,0.9849169224283261,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Bbs7,-0.01890496,-0.18892655,0.9849169224283261,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tbc1d24,-0.018965553,-0.24957116,0.9848685850176679,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Cdc42bpb,-0.018965553,-0.15387326,0.9848685850176679,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
C9orf72,-0.019026145,-0.2572645,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Commd5,-0.019026145,-0.31301513,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Agap1,-0.019026145,-0.11290276,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
AC130815.1,-0.019026145,-0.24267115,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Kctd17,-0.019026145,-0.25783303,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ssh1,-0.019026145,-0.1994961,0.9848202476625579,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Itga4,-0.019086739,-0.44890088,0.9847719103631735,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Slc37a4,-0.019086739,-0.2819455,0.9847719103631735,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Uba6,-0.019086739,-0.3130223,0.9847719103631735,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Smpd5,-0.01932911,-0.35745996,0.9845785617264396,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Abca5,-0.01932911,-0.33939087,0.9845785617264396,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mb21d1,-0.01932911,-0.5207075,0.9845785617264396,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tmem185a,-0.019389704,-0.4687464,0.9845302247083443,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Drg2,-0.019450296,-0.44005707,0.9844818877470388,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Tssc4,-0.019632075,-0.028755525,0.9843368772056366,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Scaf8,-0.019632075,-0.14066371,0.9843368772056366,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Inpp4a,-0.019632075,-0.41629466,0.9843368772056366,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Caap1,-0.01966237,-0.2581497,0.9843127088322524,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Txn1,-0.019783556,-0.061675362,0.9842160354829079,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Eif2b4,-0.019783556,0.012530404,0.9842160354829079,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm11675,-0.020116817,-0.6150527,0.9839501849715561,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Acap2,-0.020268299,-0.12638119,0.9838293444174465,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Usp40,-0.020631855,0.012133785,0.9835393286065987,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ccdc12,-0.020722745,-0.07908926,0.9834668249922897,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Slc30a9,-0.020722745,-0.10357128,0.9834668249922897,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rad23b,-0.02084393,-0.029659977,0.9833701537190723,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Morc2a,-0.020904524,-0.20669785,0.9833218181739461,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Kmt2b,-0.02093482,-0.31974426,0.9832976504243313,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mthfd2l,-0.02093482,-0.07030803,0.9832976504243313,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Slc16a6,-0.020965116,5.648338,0.9832734826900448,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Arfgap2,-0.021207487,-0.16915056,0.9830801413702359,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Sos1,-0.021207487,-0.071248494,0.9830801413702359,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Timm44,-0.02126808,-0.10225937,0.9830318061951197,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Hdhd5,-0.021449858,-0.016281065,0.9828868010442154,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Nsfl1c,-0.021449858,-0.16056243,0.9828868010442154,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ssh3,-0.021449858,-0.04784891,0.9828868010442154,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Apba1,-0.021449858,0.11907446,0.9828868010442154,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm37494,-0.021480156,-0.056110118,0.982862633573904,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fancg,-0.021510452,-0.001453926,0.9828384661193201,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm11696,-0.021510452,0.009128933,0.9828384661193201,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rbpj-ps3,-0.021510452,0.033799104,0.9828384661193201,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fam122b,-0.021571044,0.028775014,0.9827901312574234,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Oxsm,-0.021631638,-0.14940271,0.9827417964587029,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Rmc1,-0.02169223,-0.14774823,0.9826934617233357,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Zfp867,-0.02169223,-0.07446909,0.9826934617233357,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Notch2,-0.02169223,-0.10710913,0.9826934617233357,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
4921531C22Rik,-0.02169223,-0.12278541,0.9826934617233357,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm21596,-0.02169223,-0.058623154,0.9826934617233357,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Nckap5l,-0.021752823,-0.11034311,0.9826451270514994,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pskh1,-0.021813415,-0.1524173,0.9825967924433714,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Adamtsl2,-0.021813415,-0.10618692,0.9825967924433714,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mansc1,-0.021813415,-0.20254801,0.9825967924433714,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Unc119b,-0.021874009,-0.06592067,0.9825484578991288,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mex3d,-0.021874009,-0.30071598,0.9825484578991288,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fastkd2,-0.021874009,-0.19606449,0.9825484578991288,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Galnt4,-0.021995194,-0.17327607,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Colca2,-0.021995194,-0.30666873,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Pomt2,-0.021995194,-0.21434338,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Ccdc28a,-0.021995194,-0.34423292,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Dnmbp,-0.021995194,-0.20132667,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Gm36298,-0.021995194,-0.16341403,0.9824517890030099,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Fkbp14,-0.022055788,-0.3051349,0.9824034546514884,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Mdm1,-0.022055788,-0.33308893,0.9824034546514884,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
Depdc5,-0.022055788,-0.24623744,0.9824034546514884,1.0,Day 14,Stroke_vs_Sham,Endothelial,GSE225948
